CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment,AOV,Purchase_Frequency_Yearly,CLV
12454.0,56,1,3528.34,3,1,5,315,Lost,3528.34,1.1774193548387097,4154.335806451613
12455.0,73,6,2466.86,2,4,5,245,Need Attention,411.1433333333334,7.474402730375427,3073.0508532423214
12456.0,44,3,3181.04,3,3,5,335,Potential Loyalists,1060.3466666666666,3.4006211180124226,3605.8372670807453
12457.0,66,7,2363.23,3,5,5,355,Loyal Customers,337.6042857142857,8.516666666666666,2875.263166666666
12458.0,71,2,947.4,3,2,4,324,Potential Loyalists,473.7,2.4745762711864407,1172.206779661017
12461.0,94,2,826.88,2,2,3,223,Need Attention,413.44,2.6838235294117645,1109.6
12462.0,19,2,1189.59,4,2,4,424,Potential Loyalists,594.795,2.1037463976945245,1251.2978386167147
12463.0,53,4,1344.78,3,4,4,344,Loyal Customers,336.195,4.664536741214057,1568.19392971246
12464.0,10,8,1212.05,5,5,4,554,Champions,151.50625,8.202247191011235,1242.6917134831458
12465.0,17,2,742.1899999999999,4,2,3,423,Potential Loyalists,371.09499999999997,2.0916905444126073,776.2159025787964
12468.0,188,2,729.5400000000001,1,2,3,123,About to Sleep,364.77000000000004,4.101123595505618,1495.9668539325842
12471.0,2,30,19788.65,5,5,5,555,Champions,659.6216666666667,30.082417582417584,19843.014423076926
12472.0,32,7,6572.11,4,5,5,455,Champions,938.8728571428571,7.6497005988023945,7182.096257485029
12473.0,29,5,3928.0499999999997,4,4,5,445,Champions,785.6099999999999,5.415430267062314,4254.416172106824
12474.0,17,18,7324.09,4,5,5,455,Champions,406.8938888888889,18.825214899713465,7659.864899713467
12475.0,54,1,723.38,3,1,3,313,Lost,723.38,1.169871794871795,846.261858974359
12476.0,16,11,6816.42,4,5,5,455,Champions,619.6745454545454,11.471428571428572,7108.552285714285
12477.0,23,6,13219.74,4,4,5,445,Champions,2203.29,6.384839650145772,14067.653352769677
12478.0,4,1,680.99,5,1,3,513,Lost,680.99,1.0082872928176796,686.6335635359117
12479.0,11,1,527.2,5,1,3,513,Lost,527.2,1.028169014084507,542.0507042253521
12480.0,28,4,3281.63,4,4,5,445,Champions,820.4075,4.319526627218935,3543.7720414201185
12481.0,23,10,5579.82,4,5,5,455,Champions,557.982,10.641399416909621,5937.709329446064
12483.0,17,8,2484.98,4,5,5,455,Champions,310.6225,8.366762177650429,2598.9045845272203
12484.0,33,6,4527.32,4,4,5,445,Champions,754.5533333333333,6.576576576576577,4962.377777777778
12488.0,10,3,1298.66,5,3,4,534,Potential Loyalists,432.8866666666667,3.075842696629213,1331.4912921348314
12489.0,336,1,334.93,1,1,2,112,Hibernating,334.93,12.166666666666666,4074.9816666666666
12490.0,5,10,5417.93,5,5,5,555,Champions,541.793,10.110803324099722,5477.962465373961
12491.0,39,1,460.40000000000003,3,1,2,312,Promising,460.40000000000003,1.1162079510703364,513.9021406727829
12492.0,63,2,263.21000000000004,3,2,2,322,Potential Loyalists,131.60500000000002,2.4092409240924093,317.0681518151816
12493.0,166,2,433.74,2,2,2,222,Need Attention,216.87,3.65,791.5755
12494.0,16,7,1246.1000000000001,4,5,4,454,Champions,178.01428571428573,7.300000000000001,1299.504285714286
12497.0,82,1,1043.1,2,1,4,214,Lost,1043.1,1.2852112676056338,1340.6038732394366
12498.0,21,3,403.70000000000005,4,3,2,432,Potential Loyalists,134.5666666666667,3.1739130434782608,427.1028985507247
12500.0,23,11,4257.82,4,5,5,455,Champions,387.07454545454544,11.705539358600582,4530.9163265306115
12501.0,337,1,2169.39,1,1,5,115,Lost,2169.39,12.586206896551724,27304.391379310342
12502.0,96,5,3723.87,2,4,5,245,Need Attention,744.774,6.7592592592592595,5034.120555555556
12504.0,18,2,482.04999999999995,4,2,2,422,Potential Loyalists,241.02499999999998,2.0977011494252875,505.5984195402299
12506.0,233,1,73.5,1,1,1,111,Hibernating,73.5,2.744360902255639,201.71052631578948
12507.0,134,3,1304.81,2,3,4,234,Need Attention,434.93666666666667,4.719827586206897,2052.826077586207
12508.0,26,2,397.88,4,2,2,422,Potential Loyalists,198.94,2.1470588235294117,427.13588235294117
12509.0,284,1,176.5,1,1,1,111,Hibernating,176.5,4.451219512195122,785.640243902439
12510.0,143,2,982.5699999999999,2,2,4,224,Need Attention,491.28499999999997,3.273542600896861,1608.2423766816144
12512.0,66,2,132.18,3,2,1,321,Promising,66.09,2.433333333333333,160.819
12513.0,113,1,612.29,2,1,3,213,Lost,612.29,1.4426877470355732,883.343280632411
12514.0,267,1,1017.68,1,1,4,114,Lost,1017.68,3.686868686868687,3752.052525252525
12515.0,353,1,383.7,1,1,2,112,Hibernating,383.7,28.076923076923077,10773.115384615385
12516.0,78,2,1312.06,2,2,4,224,Need Attention,656.03,2.5347222222222223,1662.8538194444445
12517.0,28,5,2481.6,4,4,5,445,Champions,496.32,5.399408284023669,2679.834319526627
12518.0,1,5,2056.89,5,4,5,545,Champions,411.378,5.0,2056.89
12519.0,64,1,330.84,3,1,2,312,Promising,330.84,1.2086092715231789,399.8562913907285
12520.0,79,5,2634.26,2,4,5,245,Need Attention,526.8520000000001,6.358885017421603,3350.1912891986067
12521.0,143,1,599.68,2,1,3,213,Lost,599.68,1.6367713004484306,981.5390134529148
12522.0,39,2,192.72,3,2,1,321,Promising,96.36,2.232415902140673,215.11559633027522
12523.0,19,11,1789.77,4,5,4,454,Champions,162.70636363636365,11.570605187319885,1882.6110951008648
12524.0,9,8,4485.72,5,5,5,555,Champions,560.715,8.179271708683473,4586.240336134454
12526.0,1,3,1316.66,5,3,4,534,Potential Loyalists,438.8866666666667,3.0,1316.66
12527.0,82,3,348.71000000000004,2,3,2,232,Need Attention,116.23666666666668,3.855633802816901,448.16602112676054
12528.0,9,6,1933.48,5,5,4,554,Champions,322.24666666666667,6.134453781512605,1976.8072829131652
12530.0,60,4,1662.28,3,4,4,344,Loyal Customers,415.57,4.771241830065359,1982.7849673202613
12531.0,15,1,125.22,4,1,1,411,New Customers,125.22,1.03988603988604,130.21452991452992
12532.0,30,1,349.83000000000004,4,1,2,412,New Customers,349.83000000000004,1.0863095238095237,380.0236607142857
12534.0,131,1,1089.18,2,1,4,214,Lost,1089.18,1.553191489361702,1691.7051063829788
12535.0,92,2,716.35,2,2,3,223,Need Attention,358.175,2.664233576642336,954.2618613138687
12536.0,43,3,12601.830000000002,3,3,5,335,Potential Loyalists,4200.610000000001,3.390092879256966,14240.458049535606
12538.0,29,1,363.95,4,1,2,412,New Customers,363.95,1.083086053412463,394.18916913946583
12539.0,22,4,5568.35,4,4,5,445,Champions,1392.0875,4.244186046511628,5908.278343023257
12540.0,20,17,13400.24,4,5,5,455,Champions,788.2494117647059,17.933526011560694,14136.09132947977
12541.0,30,3,981.18,4,3,4,434,Potential Loyalists,327.06,3.258928571428571,1065.8651785714285
12544.0,36,1,372.7,3,1,2,312,Promising,372.7,1.106060606060606,412.22878787878784
12545.0,75,2,1000.39,2,2,4,224,Need Attention,500.195,2.508591065292096,1254.7847079037801
12546.0,47,2,1161.5,3,2,4,324,Potential Loyalists,580.75,2.2884012539184955,1328.9890282131662
12547.0,198,2,207.79999999999998,1,2,1,121,Hibernating,103.89999999999999,4.345238095238095,451.470238095238
12548.0,166,1,95.19999999999999,2,1,1,211,Hibernating,95.19999999999999,1.825,173.73999999999998
12550.0,79,1,964.83,2,1,4,214,Lost,964.83,1.2717770034843205,1227.048606271777
12551.0,358,1,168.0,1,1,1,111,Hibernating,168.0,45.625,7665.0
12552.0,39,2,437.82,3,2,2,322,Potential Loyalists,218.91,2.232415902140673,488.6981651376147
12553.0,8,10,3692.28,5,5,5,555,Champions,369.228,10.195530726256983,3764.4754189944133
12556.0,50,2,599.56,3,2,3,323,Potential Loyalists,299.78,2.310126582278481,692.5297468354429
12557.0,16,5,11990.960000000001,4,4,5,445,Champions,2398.192,5.214285714285714,12504.858285714286
12558.0,8,1,269.96,5,1,2,512,New Customers,269.96,1.0195530726256983,275.2385474860335
12559.0,311,2,561.71,1,2,3,123,About to Sleep,280.855,13.272727272727273,3727.7118181818187
12560.0,5,3,2134.01,5,3,5,535,Potential Loyalists,711.3366666666667,3.0332409972299166,2157.655540166205
12561.0,303,1,238.85,1,1,1,111,Hibernating,238.85,5.7936507936507935,1383.813492063492
12562.0,8,7,3781.7400000000002,5,5,5,555,Champions,540.2485714285715,7.136871508379888,3855.6846368715087
12564.0,261,1,456.9,1,1,2,112,Hibernating,456.9,3.4761904761904763,1588.2714285714285
12565.0,289,1,145.92,1,1,1,111,Hibernating,145.92,4.740259740259741,691.6987012987013
12566.0,86,1,351.65,2,1,2,212,Hibernating,351.65,1.3035714285714286,458.4008928571428
12567.0,23,10,9401.28,4,5,5,455,Champions,940.128,10.641399416909621,10004.277551020408
12569.0,2,32,4124.69,5,5,5,555,Champions,128.8965625,32.08791208791209,4136.021565934066
12571.0,40,2,519.61,3,2,3,323,Potential Loyalists,259.805,2.2392638036809815,581.7719325153374
12572.0,9,2,1020.42,5,2,4,524,Potential Loyalists,510.21,2.044817927170868,1043.2865546218486
12573.0,227,1,160.54000000000002,1,1,1,111,Hibernating,160.54000000000002,2.6258992805755397,421.5618705035972
12574.0,316,1,218.45,1,1,1,111,Hibernating,218.45,7.3,1594.685
12576.0,36,5,1315.83,3,4,4,344,Loyal Customers,263.166,5.530303030303029,1455.387727272727
12577.0,35,3,626.6,3,3,3,333,Potential Loyalists,208.86666666666667,3.308157099697885,690.963746223565
12578.0,21,2,2794.51,4,2,5,425,Potential Loyalists,1397.255,2.1159420289855073,2956.510579710145
12579.0,78,1,440.42,2,1,2,212,Hibernating,440.42,1.2673611111111112,558.1711805555556
12580.0,247,1,415.7,1,1,2,112,Hibernating,415.7,3.0672268907563027,1275.046218487395
12581.0,40,1,197.71,3,1,1,311,Promising,197.71,1.1196319018404908,221.36242331288344
12582.0,239,2,511.36,1,2,3,123,About to Sleep,255.68,5.748031496062992,1469.6566929133858
12583.0,3,15,7281.38,5,5,5,555,Champions,485.42533333333336,15.082644628099175,7321.497796143251
12584.0,4,9,2338.15,5,5,5,555,Champions,259.7944444444445,9.074585635359117,2357.526933701658
12585.0,234,2,2040.1,1,2,4,124,About to Sleep,1020.05,5.53030303030303,5641.185606060606
12586.0,17,1,196.94000000000003,4,1,1,411,New Customers,196.94000000000003,1.0458452722063036,205.96876790830947
12587.0,8,1,144.0,5,1,1,511,New Customers,144.0,1.0195530726256983,146.81564245810054
12588.0,39,1,214.89999999999998,3,1,1,311,Promising,214.89999999999998,1.1162079510703364,239.87308868501526
12589.0,29,2,646.68,4,2,3,423,Potential Loyalists,323.34,2.166172106824926,700.4100890207715
12590.0,211,2,9864.26,1,2,5,125,About to Sleep,4932.13,4.709677419354839,23228.74129032258
12591.0,317,1,452.84999999999997,1,1,2,112,Hibernating,452.84999999999997,7.448979591836735,3373.270408163265
12592.0,92,2,437.6,2,2,2,222,Need Attention,218.8,2.664233576642336,582.9343065693431
12593.0,109,3,418.09999999999997,2,3,2,232,Need Attention,139.36666666666665,4.260700389105058,593.7996108949416
12594.0,38,10,3338.2200000000003,3,5,5,355,Loyal Customers,333.822,11.128048780487806,3714.7875000000004
12596.0,51,2,618.27,3,2,3,323,Potential Loyalists,309.135,2.3174603174603177,716.4080952380953
12597.0,19,4,3811.22,4,4,5,445,Champions,952.805,4.207492795389049,4008.9201729106626
12598.0,10,8,3023.08,5,5,5,555,Champions,377.885,8.202247191011235,3099.5061797752805
12599.0,29,7,1032.58,4,5,4,454,Champions,147.51142857142855,7.5816023738872405,1118.3729970326408
12600.0,29,10,2599.04,4,5,5,455,Champions,259.904,10.830860534124628,2814.9839762611273
12601.0,190,5,577.0600000000001,1,4,3,143,About to Sleep,115.412,10.369318181818182,1196.74375
12602.0,59,1,153.12,3,1,1,311,Promising,153.12,1.1889250814332248,182.0482084690554
12603.0,22,1,739.1999999999999,4,1,3,413,Lost,739.1999999999999,1.061046511627907,784.3255813953489
12604.0,79,2,254.18,2,2,2,222,Need Attention,127.09,2.543554006968641,323.2602787456446
12607.0,60,1,1579.51,3,1,4,314,Lost,1579.51,1.1928104575163399,1884.056045751634
12609.0,78,3,1126.85,2,3,4,234,Need Attention,375.6166666666666,3.8020833333333335,1428.1258680555554
12610.0,23,5,2099.54,4,4,5,445,Champions,419.908,5.320699708454811,2234.2043731778426
12611.0,52,1,1193.32,3,1,4,314,Lost,1193.32,1.1624203821656052,1387.1394904458598
12612.0,74,1,704.0400000000001,2,1,3,213,Lost,704.0400000000001,1.25,880.0500000000001
12613.0,57,5,3344.38,3,4,5,345,Loyal Customers,668.876,5.906148867313917,3950.4812297734634
12614.0,278,1,315.6,1,1,2,112,Hibernating,315.6,4.1477272727272725,1309.0227272727273
12615.0,2,4,2291.19,5,4,5,545,Champions,572.7975,4.010989010989011,2297.4844780219782
12616.0,95,2,713.3,2,2,3,223,Need Attention,356.65,2.6937269372693726,960.7177121771217
12617.0,29,1,352.98,4,1,2,412,New Customers,352.98,1.083086053412463,382.3077151335312
12618.0,22,1,177.31,4,1,1,411,New Customers,177.31,1.061046511627907,188.1341569767442
12619.0,16,9,3641.24,4,5,5,455,Champions,404.5822222222222,9.385714285714286,3797.293142857143
12620.0,15,3,1339.41,4,3,4,434,Potential Loyalists,446.47,3.1196581196581197,1392.8337606837608
12621.0,2,20,13689.67,5,5,5,555,Champions,684.4835,20.054945054945055,13727.278983516484
12622.0,232,1,180.1,1,1,1,111,Hibernating,180.1,2.7238805970149254,490.570895522388
12623.0,276,1,305.1,1,1,2,112,Hibernating,305.1,4.055555555555555,1237.3500000000001
12624.0,106,2,641.13,2,2,3,223,Need Attention,320.565,2.8076923076923075,900.0478846153845
12625.0,212,2,2683.82,1,2,5,125,About to Sleep,1341.91,4.740259740259741,6361.001948051949
12626.0,23,9,6620.48,4,5,5,455,Champions,735.6088888888888,9.577259475218659,7045.11720116618
12627.0,11,7,4478.53,5,5,5,555,Champions,639.79,7.197183098591549,4604.685774647887
12628.0,4,3,786.46,5,3,3,533,Potential Loyalists,262.15333333333336,3.0248618784530388,792.9776243093924
12630.0,10,2,1270.88,5,2,4,524,Potential Loyalists,635.44,2.050561797752809,1303.008988764045
12631.0,57,1,640.5,3,1,3,313,Lost,640.5,1.1812297734627832,756.5776699029127
12633.0,59,4,2163.98,3,4,5,345,Loyal Customers,540.995,4.755700325732899,2572.81009771987
12635.0,90,2,1689.18,2,2,4,224,Need Attention,844.59,2.6449275362318843,2233.8793478260873
12637.0,67,8,6002.9,3,5,5,355,Loyal Customers,750.3625,9.765886287625419,7327.954849498327
12638.0,33,1,671.69,4,1,3,413,Lost,671.69,1.0960960960960962,736.2367867867869
12639.0,239,1,486.1,1,1,2,112,Hibernating,486.1,2.874015748031496,1397.05905511811
12640.0,24,3,1174.58,4,3,4,434,Potential Loyalists,391.52666666666664,3.201754385964912,1253.5722222222219
12641.0,115,1,185.9,2,1,1,211,Hibernating,185.9,1.454183266932271,270.3326693227092
12642.0,25,3,1013.26,4,3,4,434,Potential Loyalists,337.75333333333333,3.2111436950146626,1084.574486803519
12643.0,128,6,3344.64,2,5,5,255,Need Attention,557.4399999999999,9.201680672268909,5129.38487394958
12644.0,130,1,477.91,2,1,2,212,Hibernating,477.91,1.5466101694915255,739.140466101695
12645.0,34,4,1775.18,3,4,4,344,Loyal Customers,443.795,4.397590361445783,1951.6286144578312
12646.0,5,2,1346.97,5,2,4,524,Potential Loyalists,673.485,2.0221606648199444,1361.8948753462603
12647.0,22,12,3722.82,4,5,5,455,Champions,310.235,12.732558139534884,3950.0851744186048
12648.0,155,1,318.05,2,1,2,212,Hibernating,318.05,1.7298578199052133,550.181279620853
12649.0,107,3,623.51,2,3,3,233,Need Attention,207.83666666666667,4.227799227799228,878.6916988416988
12650.0,3,1,314.44,5,1,2,512,New Customers,314.44,1.0055096418732783,316.1724517906336
12651.0,335,1,114.0,1,1,1,111,Hibernating,114.0,11.774193548387096,1342.258064516129
12652.0,331,1,919.98,1,1,3,113,Lost,919.98,10.428571428571429,9594.077142857142
12653.0,149,2,2209.85,2,2,5,225,Need Attention,1104.925,3.3640552995391704,3717.0288018433175
12654.0,11,5,601.98,5,4,3,543,Loyal Customers,120.396,5.140845070422535,618.9371830985915
12656.0,17,5,4051.17,4,4,5,445,Champions,810.234,5.229226361031518,4236.896991404012
12657.0,11,4,1643.18,5,4,4,544,Champions,410.795,4.112676056338028,1689.4667605633804
12658.0,19,1,686.05,4,1,3,413,Lost,686.05,1.0518731988472623,721.6376080691642
12659.0,30,1,91.68,4,1,1,411,New Customers,91.68,1.0863095238095237,99.59285714285714
12660.0,11,1,245.1,5,1,1,511,New Customers,245.1,1.028169014084507,252.00422535211266
12662.0,1,11,3849.78,5,5,5,555,Champions,349.98,11.0,3849.78
12664.0,8,9,4881.88,5,5,5,555,Champions,542.4311111111111,9.175977653631284,4977.335754189944
12665.0,325,1,63.0,1,1,1,111,Hibernating,63.0,8.902439024390244,560.8536585365854
12667.0,58,1,620.13,3,1,3,313,Lost,620.13,1.1850649350649352,734.8943181818182
12668.0,12,4,3807.15,5,4,5,545,Champions,951.7875,4.124293785310734,3925.451271186441
12669.0,151,3,2744.0299999999997,2,3,5,235,Need Attention,914.6766666666666,5.093023255813954,4658.469534883721
12670.0,10,5,2996.05,5,4,5,545,Champions,599.21,5.126404494382022,3071.7928370786517
12672.0,330,1,225.89999999999998,1,1,1,111,Hibernating,225.89999999999998,10.13888888888889,2290.375
12673.0,5,2,610.52,5,2,3,523,Potential Loyalists,305.26,2.0221606648199444,617.2847645429362
12674.0,39,4,1970.6,3,4,4,344,Loyal Customers,492.65,4.464831804281346,2199.599388379205
12676.0,25,6,1331.39,4,5,4,454,Champions,221.89833333333334,6.422287390029325,1425.0948680351905
12678.0,42,12,17628.46,3,5,5,355,Loyal Customers,1469.0383333333332,13.518518518518517,19859.221913580244
12679.0,59,4,1113.02,3,4,4,344,Loyal Customers,278.255,4.755700325732899,1323.297394136808
12680.0,1,4,862.81,5,4,3,543,Loyal Customers,215.7025,4.0,862.81
12681.0,15,22,13787.54,4,5,5,455,Champions,626.7063636363637,22.877492877492877,14337.47037037037
12682.0,4,31,12279.82,5,5,5,555,Champions,396.1232258064516,31.256906077348066,12381.586464088397
12683.0,4,15,8476.57,5,5,5,555,Champions,565.1046666666666,15.124309392265193,8546.817817679557
12684.0,8,7,2283.63,5,5,5,555,Champions,326.23285714285714,7.136871508379888,2328.2819832402233
12685.0,28,6,2863.08,4,5,5,455,Champions,477.18,6.479289940828403,3091.7875739644974
12686.0,372,1,89.14,1,1,1,111,Hibernating,89.14,-60.833333333333336,-5422.683333333333
12688.0,114,1,4873.8099999999995,2,1,5,215,Lost,4873.8099999999995,1.4484126984126984,7059.288293650793
12689.0,26,2,1247.61,4,2,4,424,Potential Loyalists,623.805,2.1470588235294117,1339.3460294117644
